netst,stlo,stla,timerange,fband,fmin,fmax,fwcen,intb,intQ,mean_free,scaling_amp,tbeg,tend,noiselevel,madratio,data_path
TA.H17A,-110.576202,44.395100,2012-01-01T00:00:00+0000 - 2013-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.250,75.398,0.2,1.078455,1.0,12.0,0.00087966,10.0,/home/kffeng/DATA_PNW/pnw_2012/STACK_acfs_BH_2012/
TA.J04D,-122.109299,43.240501,2012-01-01T00:00:00+0000 - 2013-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.010,471.239,0.2,1.439469,4.0,10.0,0.03198519,10.0,/home/kffeng/DATA_PNW/pnw_2012/STACK_acfs_BH_2012/
TA.J04D,-122.109299,43.240501,2012-01-01T00:00:00+0000 - 2013-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.190,49.604,0.2,1.176234,2.0,11.0,0.00363271,10.0,/home/kffeng/DATA_PNW/pnw_2012/STACK_acfs_BH_2012/
TA.J04D,-122.109299,43.240501,2012-01-01T00:00:00+0000 - 2013-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.010,1884.956,0.2,1.566850,1.0,15.0,0.02694749,10.0,/home/kffeng/DATA_PNW/pnw_2012/STACK_acfs_BH_2012/
TA.K04D,-121.753502,42.624599,2012-01-01T00:00:00+0000 - 2013-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.010,471.239,0.2,2.880981,4.0,13.0,0.05838554,10.0,/home/kffeng/DATA_PNW/pnw_2012/STACK_acfs_BH_2012/
TA.K04D,-121.753502,42.624599,2012-01-01T00:00:00+0000 - 2013-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.050,188.496,0.2,1.938641,2.0,13.0,0.02019366,10.0,/home/kffeng/DATA_PNW/pnw_2012/STACK_acfs_BH_2012/
TA.K04D,-121.753502,42.624599,2012-01-01T00:00:00+0000 - 2013-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.040,471.239,0.2,0.636495,1.0,16.0,0.00533516,10.0,/home/kffeng/DATA_PNW/pnw_2012/STACK_acfs_BH_2012/
TA.N02D,-122.705002,40.973999,2012-01-01T00:00:00+0000 - 2013-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.070,67.320,0.2,4.480272,4.0,12.0,0.04561737,10.0,/home/kffeng/DATA_PNW/pnw_2012/STACK_acfs_BH_2012/
TA.N02D,-122.705002,40.973999,2012-01-01T00:00:00+0000 - 2013-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.200,47.124,0.2,0.546338,2.0,4.0,0.01695747,10.0,/home/kffeng/DATA_PNW/pnw_2012/STACK_acfs_BH_2012/
TA.N02D,-122.705002,40.973999,2012-01-01T00:00:00+0000 - 2013-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,1.130,16.681,0.2,2.335493,1.0,2.0,0.02312127,10.0,/home/kffeng/DATA_PNW/pnw_2012/STACK_acfs_BH_2012/
US.AHID,-111.100403,42.765400,2012-01-01T00:00:00+0000 - 2013-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.010,471.239,0.2,2.360165,4.0,9.0,0.05850671,10.0,/home/kffeng/DATA_PNW/pnw_2012/STACK_acfs_BH_2012/
US.AHID,-111.100403,42.765400,2012-01-01T00:00:00+0000 - 2013-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.010,942.478,0.2,1.221851,2.0,16.0,0.01063056,10.0,/home/kffeng/DATA_PNW/pnw_2012/STACK_acfs_BH_2012/
US.AHID,-111.100403,42.765400,2012-01-01T00:00:00+0000 - 2013-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.240,78.540,0.2,1.507806,1.0,12.0,0.00073051,10.0,/home/kffeng/DATA_PNW/pnw_2012/STACK_acfs_BH_2012/
