fband,netst,stlo,stla,meanb,meanQ,ncount
2.0-4.0,UW.SNI2,-119.655151,46.464802,0.06,425.611,5
2.0-4.0,CC.CLCV,-122.088882,42.976139,0.9675,22.082,4
2.0-4.0,CC.CLMS,-122.016258,42.922958,1.39,14.220666666666666,3
2.0-4.0,CC.HIYU,-121.807396,45.43523,0.0825,232.25325,4
2.0-4.0,CC.HUSB,-121.849358,44.119453,0.17,110.88,1
2.0-4.0,CC.REM,-122.185501,46.200199,0.3575,61.161,4
2.0-4.0,CC.RUSH,-121.944389,46.903061,0.425,45.54425,4
2.0-4.0,CC.SEP,-122.190857,46.19978,0.48250000000000004,40.559749999999994,4
2.0-4.0,CC.SIFT,-121.953201,46.866871,0.2925,100.9915,4
2.0-4.0,CC.TIMB,-121.710358,45.33572,0.20500000000000002,525.12975,4
2.0-4.0,UO.ALSE,-123.590424,44.381817,0.04,1077.1174999999998,2
2.0-4.0,UO.LAIR,-123.931396,43.161499,2.14,8.808,1
2.0-4.0,UO.WOOD,-122.304604,42.217899,0.01,1884.956,1
2.0-4.0,UW.BST05,-122.327637,47.682049,0.03,628.319,1
2.0-4.0,UW.BST08,-122.365562,47.680519,0.09,209.44,1
2.0-4.0,UW.BST09,-122.30899,47.653999,0.195,97.24000000000001,2
2.0-4.0,UW.BST11,-122.328827,47.641972,0.12,157.08,1
2.0-4.0,UW.BST12,-122.374001,47.640751,0.24,78.54,1
2.0-4.0,UW.BST15,-122.225441,47.576012,0.21,89.76,1
2.0-4.0,UW.BST19,-122.908989,47.62059,0.01,1884.956,1
2.0-4.0,UW.BST22,-122.884773,47.42738,1.025,21.7925,2
2.0-4.0,UW.BST23,-123.068977,47.49984,0.16,117.81,1
2.0-4.0,UW.CBS,-120.042847,47.804691,0.09,600.0529999999999,4
2.0-4.0,UW.DOSE,-122.971802,47.717201,0.15333333333333332,126.53666666666668,3
2.0-4.0,UW.HOOD,-121.650932,45.322262,0.6074999999999999,31.28175,4
2.0-4.0,UW.HOPR,-120.894302,47.922901,0.155,128.144,2
2.0-4.0,UW.LIGO,-119.417686,46.461704,0.01,1884.956,4
2.0-4.0,UW.LRIV,-123.503998,48.057499,0.51,37.669000000000004,4
2.0-4.0,UW.OLQN,-123.812523,47.513248,0.505,40.718250000000005,4
2.0-4.0,UW.RADR,-123.798973,46.42181,0.09499999999999999,738.816,4
2.0-4.0,UW.TOLE,-122.845398,46.452694,0.11499999999999999,166.464,4
2.0-4.0,UW.YPT,-118.963173,46.048351,0.18666666666666668,101.04533333333332,3
2.0-4.0,CC.BRSP,-121.708427,45.40155,0.04666666666666667,456.279,3
2.0-4.0,CC.CARB,-122.005409,46.988319,0.5,38.452333333333335,3
2.0-4.0,CC.KAUT,-121.857391,46.730263,0.91,20.81533333333333,3
2.0-4.0,CC.PALM,-121.705536,45.358574,0.4266666666666667,45.32633333333333,3
2.0-4.0,CC.PARA,-121.742149,46.786442,0.35000000000000003,63.79866666666667,3
2.0-4.0,CC.PR03,-122.032692,46.903435,0.5,39.27,2
2.0-4.0,CC.SVIC,-121.253273,43.643082,0.2,112.2,2
2.0-4.0,CC.YOCR,-121.743538,45.379177,0.04666666666666667,832.5219999999999,3
2.0-4.0,UO.CAVE,-123.570709,42.120869,1.57,12.006,1
2.0-4.0,UO.HBUG,-124.379433,42.640789,0.62,42.31666666666666,3
2.0-4.0,UO.MONKS,-123.003616,45.994202,0.3333333333333333,58.696666666666665,3
2.0-4.0,UO.NBFR,-123.853233,45.726151,1.0133333333333334,18.662000000000003,3
2.0-4.0,UO.VITI,-123.318085,44.28157,0.10666666666666665,190.24099999999999,3
2.0-4.0,UW.BRAN,-117.227699,45.9734,1.095,17.2435,2
2.0-4.0,UW.BST29,-122.223015,47.707245,0.01,1884.956,1
2.0-4.0,UW.DONK,-122.156731,48.42384,0.91,20.714,1
2.0-4.0,UW.MDW,-119.762154,46.613022,0.16,117.81,1
2.0-4.0,UW.MOX,-120.299339,46.577179,0.01,1884.956,2
2.0-4.0,UW.PRIN,-122.630852,48.21172,0.4066666666666667,58.48,3
2.0-4.0,UW.WAT2,-120.114433,47.620239,0.37666666666666665,50.99099999999999,3
2.0-4.0,UW.WHGC,-123.729866,46.655991,0.49,38.5,3
2.0-4.0,UW.WYNO,-123.612961,47.433922,0.39,48.332,1
2.0-4.0,CC.CRBN,-121.96106,46.988132,0.305,74.27799999999999,2
2.0-4.0,CC.GTWY,-121.916763,46.740162,0.895,21.093,2
2.0-4.0,CC.LSON,-121.647079,45.359612,0.22999999999999998,90.321,2
2.0-4.0,CC.OPCH,-121.571175,46.731319,0.47,40.105,1
2.0-4.0,CC.VOIT,-121.983398,46.966331,0.34,55.44,1
2.0-4.0,UO.KBO,-124.225983,42.212357,0.9,20.944,1
2.0-4.0,UO.KEB,-124.33419,42.872353,0.14,141.12,2
2.0-4.0,UO.KUHN,-122.89579,45.78521,0.18,106.029,2
2.0-4.0,UO.UCHR,-123.870911,44.834572,0.01,1884.956,2
2.0-4.0,UW.ANGUS,-123.492767,47.100842,0.29,64.998,1
2.0-4.0,UW.ARTIC,-123.758667,46.80521,0.36,52.36,2
2.0-4.0,UW.CHIMA,-122.780579,48.010509,0.14500000000000002,130.152,2
2.0-4.0,UW.DOTY,-123.369232,46.704639,0.7050000000000001,27.1315,2
2.0-4.0,UW.HOQUI,-123.956596,47.08075,0.655,28.793,2
2.0-4.0,UW.JEDS,-124.049049,43.751572,0.38,49.604,1
2.0-4.0,UW.LOKMT,-120.789398,47.149632,0.30000000000000004,63.466499999999996,2
2.0-4.0,UW.MONTE,-123.575111,47.024109,0.125,157.08,2
2.0-4.0,UW.SALO,-122.3731,47.95145,0.185,121.929,2
2.0-4.0,CC.MAR,-122.296669,46.28532,0.41,45.975,1
2.0-4.0,CC.UNFR,-122.292099,46.27261,0.19,99.208,1
2.0-4.0,UO.PERY,-123.260193,45.04092,1.06,17.783,1
2.0-4.0,UO.RSBO,-122.267036,44.043362,0.01,1884.956,1
2.0-4.0,UO.TRIPT,-123.643761,45.629532,2.44,7.725,1
2.0-4.0,UW.BHAM,-122.417519,48.787239,0.53,35.565,1
2.0-4.0,UW.BHCR,-118.040871,48.128769,0.25,75.398,1
2.0-4.0,UW.BICK,-120.339447,46.040115,0.04,471.239,1
2.0-4.0,UW.COWL,-122.664612,46.48204,0.01,1884.956,1
2.0-4.0,UW.DAVN,-118.274101,47.800598,0.4,47.124,1
2.0-4.0,UW.EDM,-122.151207,46.19717,0.02,942.478,1
2.0-4.0,UW.ETW,-120.332359,47.604549,0.32,58.905,1
2.0-4.0,UW.FMW,-121.671463,46.941914,0.64,29.452,1
2.0-4.0,UW.GOBBL,-118.730194,48.67466,0.29,64.998,1
2.0-4.0,UW.HERD,-123.653099,47.22757,1.04,18.125,1
2.0-4.0,UW.HSR,-122.180603,46.174171,0.01,1884.956,1
2.0-4.0,UW.LMONT,-117.899857,47.20364,0.01,1884.956,1
2.0-4.0,UW.LTY,-120.666359,47.254509,0.01,1884.956,1
2.0-4.0,UW.MANO,-120.724693,46.951103,0.04,471.239,1
2.0-4.0,UW.MOODY,-124.014183,47.208931,0.05,376.991,1
2.0-4.0,UW.MULN,-122.064407,48.535439,0.52,36.249,1
2.0-4.0,UW.NATEM,-122.81852,48.105869,0.2,94.248,1
2.0-4.0,UW.NEL,-120.339508,48.078018,0.01,1884.956,1
2.0-4.0,UW.OMAK,-119.333199,48.358398,0.01,1884.956,1
2.0-4.0,UW.RER,-121.842499,46.818581,0.81,23.271,1
2.0-4.0,UW.SHUK,-121.676949,48.85284,0.44,42.84,1
2.0-4.0,UW.TDH,-121.791443,45.289997,0.8,23.562,1
2.0-4.0,UW.TOLT,-121.689499,47.694698,0.37,50.945,1
2.0-4.0,UW.WRW,-120.883003,47.856651,0.28,67.32,1
