,fband,netst,stlo,stla,meanb,meanQ,ncount,nearest_lon,nearest_lat,vs30
749,2.0-4.0,UW.OLQN,-123.812523,47.513248,0.505,40.718250000000005,4,-123.8133,47.5132,322.812
750,2.0-4.0,UW.RADR,-123.798973,46.42181,0.0949999999999999,738.816,4,-123.7993,46.4213,401.0
751,2.0-4.0,UW.TOLE,-122.845398,46.452694,0.1149999999999999,166.464,4,-122.8453,46.4533,359.157
752,2.0-4.0,UW.YPT,-118.963173,46.048351,0.1866666666666666,101.04533333333332,3,-118.9634,46.0493,454.9056
753,2.0-4.0,CC.BRSP,-121.708427,45.40155,0.0466666666666666,456.279,3,-121.7094,45.4013,900.0
754,2.0-4.0,CC.CARB,-122.005409,46.988319,0.5,38.452333333333335,3,-122.0054,46.9892,653.7688
755,2.0-4.0,CC.KAUT,-121.857391,46.730263,0.91,20.81533333333333,3,-121.8574,46.7293,483.0854
756,2.0-4.0,CC.PALM,-121.705536,45.358574,0.4266666666666667,45.32633333333333,3,-121.7054,45.3593,900.0
757,2.0-4.0,CC.PARA,-121.742149,46.786442,0.35,63.79866666666667,3,-121.7414,46.7873,720.5153
758,2.0-4.0,CC.PR03,-122.032692,46.903435,0.5,39.27,2,-122.0334,46.9033,505.7933
759,2.0-4.0,CC.SVIC,-121.253273,43.643082,0.2,112.2,2,-121.2534,43.6433,449.0177
760,2.0-4.0,CC.YOCR,-121.743538,45.379177,0.0466666666666666,832.5219999999999,3,-121.7434,45.3793,900.0
761,2.0-4.0,UO.CAVE,-123.570709,42.120869,1.57,12.006,1,-123.5713,42.1214,295.519
762,2.0-4.0,UO.HBUG,-124.379433,42.640789,0.62,42.31666666666666,3,-124.3793,42.6414,584.3378
763,2.0-4.0,UO.MONKS,-123.003616,45.994202,0.3333333333333333,58.696666666666665,3,-123.0033,45.9933,509.2899
764,2.0-4.0,UO.NBFR,-123.853233,45.726151,1.0133333333333334,18.662000000000003,3,-123.8533,45.7253,352.491
765,2.0-4.0,UO.VITI,-123.318085,44.28157,0.1066666666666666,190.241,3,-123.3173,44.2813,577.0541
766,2.0-4.0,UW.BRAN,-117.227699,45.9734,1.095,17.2435,2,-117.2275,45.9733,830.5763
767,2.0-4.0,UW.BST29,-122.223015,47.707245,0.01,1884.956,1,-122.2234,47.7072,358.0632
768,2.0-4.0,UW.DONK,-122.156731,48.42384,0.91,20.714,1,-122.1574,48.4232,900.0
769,2.0-4.0,UW.MDW,-119.762154,46.613022,0.16,117.81,1,-119.7614,46.6133,665.8259
770,2.0-4.0,UW.MOX,-120.299339,46.577179,0.01,1884.956,2,-120.2994,46.5773,440.5062
771,2.0-4.0,UW.PRIN,-122.630852,48.21172,0.4066666666666667,58.48,3,-122.6314,48.2112,422.1769
772,2.0-4.0,UW.WAT2,-120.114433,47.620239,0.3766666666666666,50.99099999999999,3,-120.1154,47.6212,419.2
773,2.0-4.0,UW.WHGC,-123.729866,46.655991,0.49,38.5,3,-123.7293,46.6553,319.0712
774,2.0-4.0,UW.WYNO,-123.612961,47.433922,0.39,48.332,1,-123.6133,47.4332,478.0
775,2.0-4.0,CC.CRBN,-121.96106,46.988132,0.305,74.27799999999999,2,-121.9614,46.9872,900.0
776,2.0-4.0,CC.GTWY,-121.916763,46.740162,0.895,21.093,2,-121.9174,46.7393,383.7456
777,2.0-4.0,CC.LSON,-121.647079,45.359612,0.2299999999999999,90.321,2,-121.6474,45.3593,818.6089
778,2.0-4.0,CC.OPCH,-121.571175,46.731319,0.47,40.105,1,-121.5714,46.7313,397.1562
779,2.0-4.0,CC.VOIT,-121.983398,46.966331,0.34,55.44,1,-121.9834,46.9672,436.1511
780,2.0-4.0,UO.KBO,-124.225983,42.212357,0.9,20.944,1,-124.2253,42.2114,361.0
781,2.0-4.0,UO.KEB,-124.33419,42.872353,0.14,141.12,2,-124.3333,42.8714,711.0
782,2.0-4.0,UO.KUHN,-122.89579,45.78521,0.18,106.029,2,-122.8953,45.7853,415.6618
783,2.0-4.0,UO.UCHR,-123.870911,44.834572,0.01,1884.956,2,-123.8713,44.8353,608.0
784,2.0-4.0,UW.ANGUS,-123.492767,47.100842,0.29,64.998,1,-123.4933,47.1012,469.1821
785,2.0-4.0,UW.ARTIC,-123.758667,46.80521,0.36,52.36,2,-123.7593,46.8053,510.0302
786,2.0-4.0,UW.CHIMA,-122.780579,48.010509,0.145,130.152,2,-122.7813,48.0112,320.6797
787,2.0-4.0,UW.DOTY,-123.369232,46.704639,0.7050000000000001,27.1315,2,-123.3693,46.7053,569.267
788,2.0-4.0,UW.HOQUI,-123.956596,47.08075,0.655,28.793,2,-123.9573,47.0812,430.9898
789,2.0-4.0,UW.JEDS,-124.049049,43.751572,0.38,49.604,1,-124.0493,43.7513,583.5758
790,2.0-4.0,UW.LOKMT,-120.789398,47.149632,0.3,63.4665,2,-120.7894,47.1492,779.3767
791,2.0-4.0,UW.MONTE,-123.575111,47.024109,0.125,157.08,2,-123.5753,47.0232,424.5092
792,2.0-4.0,UW.SALO,-122.3731,47.95145,0.185,121.929,2,-122.3734,47.9512,490.7877
793,2.0-4.0,CC.MAR,-122.296669,46.28532,0.41,45.975,1,-122.2974,46.2853,463.8497
794,2.0-4.0,CC.UNFR,-122.292099,46.27261,0.19,99.208,1,-122.2914,46.2733,497.4147
795,2.0-4.0,UO.PERY,-123.260193,45.04092,1.06,17.783,1,-123.2593,45.0413,219.4266
796,2.0-4.0,UO.RSBO,-122.267036,44.043362,0.01,1884.956,1,-122.2674,44.0433,599.0
797,2.0-4.0,UO.TRIPT,-123.643761,45.629532,2.44,7.725,1,-123.6433,45.6293,612.0
798,2.0-4.0,UW.BHAM,-122.417519,48.787239,0.53,35.565,1,-122.4174,48.7872,504.5898
799,2.0-4.0,UW.BHCR,-118.040871,48.128769,0.25,75.398,1,-118.0415,48.1292,614.0
800,2.0-4.0,UW.BICK,-120.339447,46.040115,0.04,471.239,1,-120.3394,46.0393,503.1421
801,2.0-4.0,UW.COWL,-122.664612,46.48204,0.01,1884.956,1,-122.6654,46.4813,491.066
802,2.0-4.0,UW.DAVN,-118.274101,47.800598,0.4,47.124,1,-118.2735,47.8012,455.0
803,2.0-4.0,UW.EDM,-122.151207,46.19717,0.02,942.478,1,-122.1514,46.1973,900.0
804,2.0-4.0,UW.ETW,-120.332359,47.604549,0.32,58.905,1,-120.3314,47.6052,900.0
805,2.0-4.0,UW.FMW,-121.671463,46.941914,0.64,29.452,1,-121.6714,46.9413,900.0
806,2.0-4.0,UW.GOBBL,-118.730194,48.67466,0.29,64.998,1,-118.7295,48.6752,561.0369
807,2.0-4.0,UW.HERD,-123.653099,47.22757,1.04,18.125,1,-123.6533,47.2272,504.9686
808,2.0-4.0,UW.HSR,-122.180603,46.174171,0.01,1884.956,1,-122.1814,46.1733,900.0
809,2.0-4.0,UW.LMONT,-117.899857,47.20364,0.01,1884.956,1,-117.8995,47.2032,415.39
810,2.0-4.0,UW.LTY,-120.666359,47.254509,0.01,1884.956,1,-120.6654,47.2552,537.0
811,2.0-4.0,UW.MANO,-120.724693,46.951103,0.04,471.239,1,-120.7254,46.9513,521.0
812,2.0-4.0,UW.MOODY,-124.014183,47.208931,0.05,376.991,1,-124.0133,47.2092,265.3372
813,2.0-4.0,UW.MULN,-122.064407,48.535439,0.52,36.249,1,-122.0654,48.5352,470.727
814,2.0-4.0,UW.NATEM,-122.81852,48.105869,0.2,94.248,1,-122.8193,48.1052,513.4694
815,2.0-4.0,UW.NEL,-120.339508,48.078018,0.01,1884.956,1,-120.3394,48.0772,900.0
816,2.0-4.0,UW.OMAK,-119.333199,48.358398,0.01,1884.956,1,-119.3334,48.3592,357.5374
817,2.0-4.0,UW.RER,-121.842499,46.818581,0.81,23.271,1,-121.8434,46.8193,790.0
818,2.0-4.0,UW.SHUK,-121.676949,48.85284,0.44,42.84,1,-121.6774,48.8532,480.0
819,2.0-4.0,UW.TDH,-121.791443,45.289997,0.8,23.562,1,-121.7914,45.2893,641.8501
820,2.0-4.0,UW.TOLT,-121.689499,47.694698,0.37,50.945,1,-121.6894,47.6952,579.6303
821,2.0-4.0,UW.WRW,-120.883003,47.856651,0.28,67.32,1,-120.8834,47.8572,900.0
