,fband,netst,stlo,stla,meanb,meanQ,ncount,nearest_lon,nearest_lat,vs30
516,2.0-4.0,CI.NCH,-119.67395,34.942699,0.5,37.699,1,-119.6734,34.9436,392.9313
517,2.0-4.0,CI.NEE2,-114.618813,34.76759,0.18,104.72,1,-114.6196,34.7676,413.5103
518,2.0-4.0,CI.NJQ,-120.177368,34.534119,0.38,49.604,1,-120.1774,34.5336,472.0453
519,2.0-4.0,CI.NSS2,-115.945862,33.555531,0.41,45.975,1,-115.9455,33.5556,351.7116
520,2.0-4.0,CI.OAT,-118.614418,34.343609,0.14,134.64,1,-118.6135,34.3436,522.0
521,2.0-4.0,CI.OCP,-116.01931,32.747551,0.12,157.08,1,-116.0195,32.7476,474.0424
522,2.0-4.0,CI.OLI,-117.923721,33.945389,0.14,134.64,1,-117.9235,33.9456,310.3732
523,2.0-4.0,CI.OLP,-116.930191,32.607712,0.56,33.66,1,-116.9295,32.6076,482.9911
524,2.0-4.0,CI.OSI,-118.723503,34.614498,0.2,94.248,1,-118.7235,34.6136,437.0795
525,2.0-4.0,CI.PALA,-117.031822,33.38905,0.11,171.36,1,-117.0315,33.3896,602.2556
526,2.0-4.0,CI.PDE,-118.582153,34.44199,0.3,62.832,1,-118.5815,34.4416,287.9312
527,2.0-4.0,CI.PDM,-114.141518,34.30336,0.63,29.92,1,-114.1416,34.3036,748.0482
528,2.0-4.0,CI.PDU,-117.638077,34.120701,0.53,35.565,1,-117.6375,34.1216,505.5915
529,2.0-4.0,CI.PEM,-117.870087,34.166889,0.27,69.813,1,-117.8695,34.1676,398.0
530,2.0-4.0,CI.PER,-117.205292,33.861641,0.13,144.997,1,-117.2055,33.8616,563.058
531,2.0-4.0,CI.PGA,-117.063499,33.491402,0.09,209.44,1,-117.0635,33.4916,445.2465
532,2.0-4.0,CI.PLM,-116.862648,33.353611,2.05,9.195,1,-116.8635,33.3536,464.3074
533,2.0-4.0,CI.PLR,-115.977745,33.173489,0.1,188.496,1,-115.9775,33.1736,754.7418
534,2.0-4.0,CI.PLS,-117.609062,33.7953,0.12,157.08,1,-117.6095,33.7956,560.0
535,2.0-4.0,CI.POB2,-116.92382,33.68708,0.74,25.472,1,-116.9235,33.6876,564.0
536,2.0-4.0,CI.POP,-118.394028,34.728497,0.11,171.36,1,-118.3935,34.7276,465.7107
537,2.0-4.0,CI.PSD,-116.550262,33.823929,0.25,75.398,1,-116.5495,33.8236,704.0178
538,2.0-4.0,CI.PSR,-117.807091,34.091808,0.35,53.856,1,-117.8075,34.0916,516.0885
539,2.0-4.0,CI.PTD,-118.806862,34.004429,0.64,29.452,1,-118.8075,34.0036,422.9087
540,2.0-4.0,CI.PUT,-117.969193,34.691151,0.01,1884.956,1,-117.9695,34.6916,349.6158
541,2.0-4.0,CI.QAD,-119.609261,34.423672,0.8,23.562,1,-119.6094,34.4236,399.1582
542,2.0-4.0,CI.QLC,-119.974251,35.04084,0.36,52.36,1,-119.9734,35.0416,350.9268
543,2.0-4.0,CI.RAG,-116.15139,34.682892,0.45,41.888,1,-116.1515,34.6836,560.2457
544,2.0-4.0,CI.RCR,-116.309601,33.36237,0.63,29.92,1,-116.3095,33.3616,878.0
545,2.0-4.0,CI.RHC2,-118.013329,34.00095,0.36,52.36,1,-118.0135,34.0016,538.0756
546,2.0-4.0,CI.RIN,-118.479248,34.28196,0.29,64.998,1,-118.4795,34.2816,332.5385
547,2.0-4.0,CI.RIO,-117.979561,34.104729,0.22,85.68,1,-117.9795,34.1056,510.6449
548,2.0-4.0,CI.RKMO,-117.609467,33.67421,0.2,94.248,1,-117.6095,33.6736,545.2014
549,2.0-4.0,CI.RPV,-118.404121,33.743462,0.45,41.888,1,-118.4035,33.7436,588.9749
550,2.0-4.0,CI.RRC,-117.989861,35.372879,0.1,188.496,1,-117.9895,35.3735,525.321
551,2.0-4.0,CI.RRX,-116.996811,34.874989,0.45,41.888,1,-116.9975,34.8756,370.7848
552,2.0-4.0,CI.RSI,-120.208679,34.85191,0.22,85.68,1,-120.2094,34.8516,355.4759
553,2.0-4.0,CI.RSS,-117.326736,33.97327,0.46,40.977,1,-117.3275,33.9736,349.9617
554,2.0-4.0,CI.RUN,-114.978088,32.972221,0.49,38.468,1,-114.9775,32.9716,447.5251
555,2.0-4.0,CI.RVR,-117.37545,33.993511,0.44,42.84,1,-117.3755,33.9936,565.4113
556,2.0-4.0,CI.RXH,-115.622566,33.183128,0.18,104.72,1,-115.6235,33.1816,175.4037
557,2.0-4.0,CI.RYS,-119.352242,34.64341,0.33,57.12,1,-119.3514,34.6436,827.0
558,2.0-4.0,CI.SAL,-115.985847,33.280102,0.25,75.398,1,-115.9855,33.2796,259.2987
559,2.0-4.0,CI.SBC,-119.71492,34.440762,0.31,60.805,1,-119.7154,34.4416,460.373
560,2.0-4.0,CI.SBI,-119.029861,33.480461,0.56,33.66,1,-119.0294,33.4796,676.9326
561,2.0-4.0,CI.SBPX,-117.23484,34.232399,0.05,376.991,1,-117.2355,34.2316,664.0
562,2.0-4.0,CI.SCI2,-118.546967,32.9799,0.37,50.945,1,-118.5475,32.9796,500.4235
563,2.0-4.0,CI.SDD,-117.661713,33.552589,0.19,99.208,1,-117.6615,33.5516,416.2189
564,2.0-4.0,CI.SDG,-117.138046,32.784,0.34,55.44,1,-117.1375,32.7836,455.6001
565,2.0-4.0,CI.SDR,-116.942413,32.735611,0.18,104.72,1,-116.9415,32.7356,681.5218
566,2.0-4.0,CI.SGL,-115.726379,32.64933,0.37,50.945,1,-115.7255,32.6496,519.6075
567,2.0-4.0,CI.SHO,-116.275299,35.899529,0.13,144.997,1,-116.2755,35.8995,377.7288
568,2.0-4.0,CI.SLB,-115.866432,33.485191,0.4,47.124,1,-115.8655,33.4856,292.407
569,2.0-4.0,CI.SLH,-116.25399,33.192692,0.25,75.398,1,-116.2535,33.1936,404.2763
570,2.0-4.0,CI.SLM,-118.422668,34.452271,0.36,52.36,1,-118.4235,34.4516,474.2629
571,2.0-4.0,CI.SLR,-116.797371,33.833591,0.21,89.76,1,-116.7975,33.8336,539.0
572,2.0-4.0,CI.SMF2,-118.446274,34.022011,0.29,64.998,1,-118.4455,34.0216,366.6461
573,2.0-4.0,CI.SMI,-120.351318,34.038181,0.49,38.468,1,-120.3514,34.0376,452.6376
574,2.0-4.0,CI.SMW,-120.409973,35.011082,0.02,942.478,1,-120.4094,35.0116,674.936
575,2.0-4.0,CI.SNO,-116.807777,34.035149,0.03,628.319,1,-116.8075,34.0356,819.0
576,2.0-4.0,CI.SOC,-117.580132,33.387611,0.42,44.88,1,-117.5795,33.3876,478.534
577,2.0-4.0,CI.SOL2,-118.289001,34.436001,0.35,53.856,1,-118.2895,34.4356,580.6598
578,2.0-4.0,CI.SPF,-118.646141,34.05933,0.47,40.105,1,-118.6455,34.0596,705.0
579,2.0-4.0,CI.SRN,-117.789383,33.828541,0.18,104.72,1,-117.7895,33.8276,340.4983
580,2.0-4.0,CI.SRT,-117.750511,35.692348,0.46,40.977,1,-117.7515,35.6915,422.0535
581,2.0-4.0,CI.STC,-119.18676,34.30302,0.23,81.955,1,-119.1874,34.3036,317.2422
582,2.0-4.0,CI.STS,-118.198776,33.790329,0.13,144.997,1,-118.1995,33.7896,246.8506
583,2.0-4.0,CI.SUN,-117.693939,34.21048,0.08,235.619,1,-117.6935,34.2096,900.0
584,2.0-4.0,CI.SVD,-117.098221,34.106468,0.28,67.32,1,-117.0975,34.1056,624.0
585,2.0-4.0,CI.SWP,-116.097183,32.79184,0.13,144.997,1,-116.0975,32.7916,461.4176
586,2.0-4.0,CI.SWS,-115.799881,32.94508,0.3,62.832,1,-115.7995,32.9456,469.3636
587,2.0-4.0,CI.SYP,-119.97834,34.527748,0.07,269.279,1,-119.9774,34.5276,600.0
588,2.0-4.0,CI.TA2,-117.678223,34.38203,0.14,134.64,1,-117.6775,34.3816,595.0
589,2.0-4.0,CI.THM,-116.077339,33.650661,0.29,64.998,1,-116.0775,33.6516,412.7556
590,2.0-4.0,CI.TIN,-118.230087,37.054218,0.52,36.249,1,-118.2295,35.9995,895.024
591,2.0-4.0,CI.TOW2,-117.764877,35.808559,0.01,1884.956,1,-117.7655,35.8095,605.7896
592,2.0-4.0,CI.TPO,-118.228638,34.87883,0.29,64.998,1,-118.2295,34.8796,504.8633
593,2.0-4.0,CI.TUQ,-115.923889,35.435841,0.19,99.208,1,-115.9235,35.4355,538.1359
594,2.0-4.0,CI.VCS,-118.117813,34.483719,0.13,144.997,1,-118.1175,34.4836,385.525
595,2.0-4.0,CI.VDJ,-114.571449,34.189861,0.31,60.805,1,-114.5716,34.1896,859.1379
596,2.0-4.0,CI.VOG,-119.382263,36.32098,0.2,94.248,1,-119.3814,35.9995,212.7145
597,2.0-4.0,CI.VTV,-117.329597,34.56065,0.16,117.81,1,-117.3295,34.5616,455.5627
598,2.0-4.0,CI.WBS,-118.14035,35.53664,0.13,144.997,1,-118.1395,35.5375,599.0
599,2.0-4.0,CI.WES,-115.731613,32.759041,0.21,89.76,1,-115.7315,32.7596,241.9547
600,2.0-4.0,CI.WGR,-119.274071,34.510849,0.55,34.272,1,-119.2734,34.5116,734.0
601,2.0-4.0,CI.WMD,-115.581909,33.038261,0.04,471.239,1,-115.5815,33.0376,205.9027
602,2.0-4.0,CI.WMF,-117.854858,36.11758,0.22,85.68,1,-117.8555,35.9995,669.7823
603,2.0-4.0,CI.WOR,-118.242462,35.695629,0.69,27.318,1,-118.2415,35.6955,614.0
604,2.0-4.0,CI.WSS,-118.649712,34.1717,0.35,53.856,1,-118.6495,34.1716,328.1622
605,2.0-4.0,CI.WTT2,-118.255386,33.948669,0.18,104.72,1,-118.2555,33.9496,266.2565
606,2.0-4.0,CI.WWC,-116.40876,33.940681,0.33,57.12,1,-116.4095,33.9416,690.8995
607,2.0-4.0,CI.XTL2,-117.862488,34.295959,0.47,40.105,1,-117.8615,34.2956,826.0
608,2.0-4.0,CI.YEG2,-119.963058,35.438309,1.01,18.663,1,-119.9634,35.4375,496.6691
